image_path,label
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1041).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1042).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1043).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1044).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1045).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1046).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1047).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1048).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1049).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (105).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1050).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1051).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1052).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1053).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1054).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1055).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1056).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1057).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1058).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1059).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (106).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1060).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1061).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1062).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1063).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1064).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1065).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1066).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1067).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1068).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1069).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (107).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1070).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1071).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1072).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1073).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1074).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1075).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1076).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1077).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1078).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1079).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (108).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1080).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1081).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1082).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1083).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1084).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1085).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1086).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1087).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1088).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1089).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (109).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1090).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1091).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1092).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1093).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1094).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1095).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1096).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1097).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1098).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1099).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (11).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (110).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1100).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1101).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1102).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1103).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1104).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1105).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1106).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1107).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1108).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1109).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (111).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1110).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1111).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1112).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1113).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1114).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1115).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1116).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1117).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1118).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1119).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (112).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1120).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1121).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1122).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1123).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1124).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1125).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1126).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1127).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1128).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1129).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (113).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1130).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1131).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1132).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1133).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1134).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1135).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1136).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1137).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1138).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1139).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (114).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1140).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1141).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1142).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1143).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1144).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1145).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1146).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1147).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1148).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1149).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (115).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1150).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1151).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1152).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1153).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1154).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1155).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1156).jpg,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1157).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1158).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1159).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (116).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1160).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1161).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1162).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1163).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1164).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1165).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1166).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1167).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1168).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1169).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (117).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1170).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1171).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1172).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1173).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1174).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1175).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1176).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1177).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1178).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1179).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (118).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1180).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1181).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1182).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1183).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1184).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1185).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1186).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1187).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1188).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1189).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (119).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1190).JPG,corn_Cercospora_leaf_spot
D:\ĐA\Dataset\corn\Cercospora_leaf_spot\Cercospora_leaf_spot (1191).JPG,corn_Cercospora_leaf_spot
